unite,united,Past;Part
look,look,Inf
experience,experience,Inf
focus,focus,Inf
have,have,Inf
involve,involving,Ger
make,making,Ger
take,takes,Pres;Fin
explore,exploring,Ger
inform,inform,Inf
describe,describes,Pres;Fin
focus,focusing,Ger
preserve,preserved,Past;Part
build,built,Past;Part
focus,focused,Past;Part
complete,completed,Part;Pass
report,report,Pres;Fin
provide,provided,Past;Part
view,viewing,Ger
assess,assess,Inf
write,written,Past;Part
discuss,discuss,Inf
bring,brings,Pres;Fin
establish,established,Past;Part
explore,explore,Inf
use,using,Ger
develop,develops,Pres;Fin
regard,regarding,Ger
gather,gathers,Pres;Fin
intersperse,interspersed,Past;Part
call,called,Past;Part
determine,determined,Part;Pass
study,studying,Ger
offer,offers,Pres;Fin
depend,depend,Inf
highlight,highlighted,Past;Part
transform,transform,Inf
understand,understand,Pres;Fin
see,see,Inf
have,has,Pres;Fin
understand,understood,Part;Pass
use,used,Past;Fin
be,are,Pres;Fin
investigate,investigate,Inf
evaluate,evaluated,Part;Pass
encourage,encouraged,Part;Pass
approach,approach,Inf
investigate,investigated,Past;Fin
provide,provides,Pres;Fin
offer,offer,Inf
play,play,Inf
determine,determining,Ger
establish,establish,Pres;Fin
influence,influenced,Part;Pass
include,including,Ger
show,shows,Pres;Fin
lead,lead,Inf
improve,improved,Past;Part
pair,pairing,Ger
complement,complement,Pres;Fin
augment,augment,Pres;Fin
show,shown,Part;Pass
produce,produce,Inf
facilitate,facilitate,Inf
quantify,quantifying,Ger
remain,remains,Pres;Fin
measure,measuring,Ger
expand,expanding,Ger
understand,understanding,Ger
conduct,conducted,Part;Pass
enhance,enhanced,Part;Pass
be,is,Pres;Fin
define,define,Inf
vary,vary,Pres;Fin
organize,organized,Part;Pass
approximate,approximates,Pres;Fin
lack,lack,Pres;Fin
encompass,encompassing,Ger
distribute,distributed,Part;Pass
base,based,Past;Part
assemble,assembling,Ger
tend,tended,Past;Part
avoid,avoid,Inf
assemble,assembled,Past;Fin
shed,shed,Past;Part
evolve,evolving,Ger
change,changing,Ger
document,documents,Pres;Fin
provide,provide,Inf
suffer,suffer,Inf
inject,inject,Inf
make,make,Inf
wash,washed,Part;Pass
mask,masking,Ger
present,present,Pres;Fin
assemble,assemble,Inf
adapt,adapted,Part;Pass
collect,collecting,Ger
require,required,Past;Part
do,do,Inf
provide,providing,Ger
have,having,Ger
rely,rely,Inf
study,study,Inf
change,changes,Pres;Fin
evaluate,evaluating,Ger
mean,meant,Past;Part
broaden,broaden,Inf
improve,improve,Inf
apply,applied,Past;Part
elucidate,elucidate,Inf
relate,relate,Inf
benefit,benefit,Inf
recollect,recollected,Past;Part
follow,follows,Pres;Fin
begin,begin,Pres;Fin
detail,detailing,Ger
demonstrate,demonstrates,Pres;Fin
compare,comparing,Ger
curate,curated,Past;Part
collect,collected,Past;Part
enable,enabled,Past;Part
use,uses,Pres;Fin
witness,witnessed,Past;Part
contribute,contributed,Past;Part
analyze,analyzed,Past;Part
argue,argues,Pres;Fin
involve,involve,Pres;Fin
outweigh,outweigh,Pres;Fin
take,take,Inf
define,defined,Past;Fin
determine,determine,Pres;Fin
affect,affect,Pres;Fin
stimulate,stimulating,Ger
discourage,discouraging,Ger
require,requires,Pres;Fin
reduce,reduces,Pres;Fin
exist,existing,Ger
guarantee,guarantees,Pres;Fin
believe,believe,Pres;Fin
take,taken,Part;Pass
achieve,achieving,Ger
guarantee,guarantee,Pres;Fin
incorporate,incorporate,Pres;Fin
promote,promote,Pres;Fin
promote,promoting,Ger
protect,protect,Inf
ensure,ensure,Inf
impose,imposing,Ger
penalize,penalizing,Ger
establish,establishes,Pres;Fin
adopt,adopted,Part;Pass
implement,implemented,Part;Pass
win,wins,Pres;Fin
adopt,adopts,Pres;Fin
develop,develop,Inf
implement,implementing,Ger
reflect,reflected,Part;Pass
increase,increased,Past;Part
consolidate,consolidated,Part;Pass
extract,extracts,Pres;Fin
oppose,oppose,Pres;Fin
result,results,Pres;Fin
devolve,devolving,Ger
occur,occur,Inf
restrict,restricting,Ger
create,creating,Ger
reflect,reflect,Inf
happen,happens,Pres;Fin
respect,respected,Part;Pass
exhibit,exhibits,Pres;Fin
present,presents,Pres;Fin
respect,respect,Inf
reduce,reduced,Part;Pass
result,result,Inf
act,acts,Pres;Fin
discuss,discussed,Past;Part
follow,following,Ger
attract,attract,Inf
originate,originated,Past;Fin
reflect,reflects,Pres;Fin
require,require,Inf
limit,limit,Inf
occur,occurred,Past;Part
break,broken,Part;Pass
give,giving,Ger
enjamb,enjambed,Past;Part
describe,described,Part;Pass
exist,exist,Pres;Fin
identify,identify,Inf
span,spanning,Ger
enable,enabling,Ger
give,given,Past;Part
develop,developed,Past;Part
identify,identifies,Pres;Fin
consider,considered,Part;Pass
trigger,trigger,Inf
permit,permits,Pres;Fin
stimulate,stimulate,Inf
complement,complements,Pres;Fin
cover,covering,Ger
structure,structured,Part;Pass
follow,followed,Past;Part
omit,omitted,Past;Part
match,match,Pres;Fin
suggest,suggested,Past;Fin
occur,occurs,Pres;Fin
connect,connected,Past;Part
trigger,triggering,Ger
perform,performed,Past;Fin
propose,proposing,Ger
give,give,Pres;Fin
break,break,Inf
break,breaking,Ger
translate,translated,Past;Fin
bound,bounded,Past;Part
head,heading,Ger
include,includes,Pres;Fin
identify,identified,Past;Part
note,noted,Past;Fin
feel,feel,Inf
pronounce,pronounced,Part;Pass
differentiate,differentiate,Inf
call,calls,Pres;Fin
gather,gather,Inf
propose,proposed,Part;Pass
review,reviews,Pres;Fin
choose,choose,Inf
distinguish,distinguish,Pres;Fin
know,known,Past;Part
satisfy,satisfy,Inf
know,know,Inf
utilize,utilize,Inf
guide,guide,Inf
enjoy,enjoy,Pres;Fin
use,use,Inf
assess,assessed,Part;Pass
mimic,mimic,Inf
live,live,Pres;Fin
pollute,polluted,Part;Pass
inflate,inflating,Ger
diminish,diminishes,Pres;Fin
deceive,deceiving,Ger
set,set,Inf
take,taking,Ger
advocate,advocate,Inf
have,had,Past;Part
intend,intended,Past;Part
muddy,muddying,Ger
mislead,misleading,Ger
think,thinking,Ger
speak,speaks,Pres;Fin
issue,issued,Past;Fin
condemn,condemning,Ger
mistake,mistook,Past;Fin
expect,expected,Part;Pass
allow,allows,Pres;Fin
encourage,encourages,Pres;Fin
introduce,introduces,Pres;Fin
involve,involved,Past;Part
mimick,mimicking,Ger
review,reviewed,Past;Part
hope,hoped,Past;Fin
leverage,leverage,Inf
endow,endow,Inf
uncover,uncovered,Part;Pass
publish,published,Past;Part
diminish,diminished,Part;Pass
grow,growing,Ger
publish,publish,Inf
appear,appear,Inf
work,work,Pres;Fin
appear,appears,Pres;Fin
pay,pay,Inf
engage,engaged,Past;Part
link,linking,Ger
question,questioning,Ger
decide,decided,Past;Fin
add,add,Inf
surround,surrounding,Ger
indicate,indicates,Pres;Fin
assess,assessing,Ger
expect,expect,Inf
lower,lowered,Part;Pass
blame,blame,Inf
discount,discount,Inf
note,note,Inf
stem,stem,Inf
game,game,Inf
put,put,Past;Part
track,track,Inf
consider,consider,2;Fin
credential,credentialing,Ger
credential,credential,Inf
come,come,Inf
inflate,inflate,Inf
increase,increasing,Ger
bring,bringing,Ger
attract,attracting,Ger
manipulate,manipulated,Part;Pass
attempt,attempted,Past;Fin
boost,boost,Inf
urge,urging,Ger
cite,cite,Inf
try,try,Inf
keep,keep,Inf
work,working,Ger
make,made,Past;Part
recur,recurring,Ger
suggest,suggest,Pres;Fin
improve,improving,Ger
perceive,perceive,Inf
better,better,Inf
consider,considering,Ger
maintain,maintaining,Ger
acquire,acquire,Inf
focus,focuses,Pres;Fin
suggest,suggests,Pres;Fin
do,done,Part;Pass
gain,gain,Inf
win,win,Inf
aim,aim,Pres;Fin
integrate,integrates,Pres;Fin
highlight,highlighting,Ger
solve,solving,Ger
combine,combines,Pres;Fin
collect,collects,Pres;Fin
participate,participating,Ger
measure,measures,Pres;Fin
consist,consisted,Past;Fin
divide,divided,Part;Pass
participate,participated,Past;Fin
monitor,monitoring,Ger
measure,measured,Past;Part
pair,paired,Past;Part
obtain,obtained,Past;Part
reveal,reveals,Pres;Fin
report,reported,Past;Fin
recognize,recognize,Pres;Fin
plan,plan,Inf
realize,realize,Inf
sustain,sustain,Inf
observe,observed,Past;Fin
emphasize,emphasizing,Ger
conclude,conclude,Pres;Fin
denote,denoted,Part;Pass
make,makes,Pres;Fin
sound,sound,Inf
speak,spoken,Past;Part
find,find,Pres;Fin
suggest,suggesting,Ger
hear,heard,Past;Part
say,said,Past;Fin
show,show,Pres;Fin
admit,admit,Inf
meet,meets,Pres;Fin
learn,learnt,Part;Pass
presume,presumed,Part;Pass
calibrate,calibrated,Part;Pass
address,address,Pres;Fin
observe,observe,Pres;Fin
fulfil,fulfils,Pres;Fin
share,shared,Past;Part
propose,propose,Pres;Fin
constrain,constrained,Part;Pass
utter,utters,Pres;Fin
initiate,initiated,Past;Part
signal,signals,Pres;Fin
leave,leaves,Pres;Fin
give,gives,Pres;Fin
lead,leads,Pres;Fin
drive,driving,Ger
compile,compiling,Ger
find,found,Past;Fin
examine,examining,Ger
occur,occurring,Ger
vary,varying,Ger
study,studied,Past;Fin
produce,produces,Pres;Fin
aim,aims,Pres;Fin
solve,solve,Inf
mark,mark,Inf
pursue,pursue,Inf
derive,derived,Past;Part
exclude,exclude,Pres;Fin
hypothesize,hypothesized,Past;Fin
posit,posited,Past;Fin
support,supported,Part;Pass
be,was,Past;Fin
be,be,Inf
seem,seem,2;Fin
limit,limited,Part;Pass
serve,serves,Pres;Fin
need,needs,Pres;Fin
include,included,Part;Pass
need,need,Pres;Fin
include,include,Inf
increase,increase,Inf
document,document,Inf
emerge,emerges,Pres;Fin
result,resulted,Past;Part
need,needed,Part;Pass
report,reporting,Ger
impact,impact,Inf
demonstrate,demonstrating,Ger
respond,responded,Past;Fin
answer,answered,Past;Fin
attempt,attempting,Pres;Part
please,please,Inf
respond,respond,Inf
pick,picked,Part;Pass
become,became,Past;Fin
accustom,accustomed,Part;Pass
play,playing,Ger
prove,prove,Inf
express,expressed,Part;Pass
indicate,indicated,Part;Pass
speak,speaking,Ger
demonstrate,demonstrate,Pres;Fin
differ,differing,Ger
bust,busted,Past;Part
develop,developing,Ger
segment,segmented,Past;Part
survive,survive,Inf
depend,depends,Pres;Fin
seem,seems,Pres;Fin
contain,contain,Pres;Fin
concern,concerning,Ger
emit,emitting,Ger
lead,leading,Pres;Part
group,grouped,Part;Pass
depend,depending,Ger
heat,heating,Ger
cool,cooling,Ger
light,lighting,Ger
operate,operating,Ger
consume,consume,Pres;Fin
play,plays,Pres;Fin
consume,consumes,Pres;Fin
generate,generated,Past;Part
estimate,estimated,Past;Part
improve,improves,Pres;Fin
end,end,Pres;Fin
choose,choosing,Ger
cause,cause,Pres;Fin
allow,allow,Inf
decrease,decrease,Inf
contain,containing,Ger
dispose,disposed,Part;Pass
release,released,Part;Pass
break,breaks,Pres;Fin
go,goes,Pres;Fin
emit,emits,Pres;Fin
interact,interacts,Pres;Fin
generate,generate,Inf
produce,produced,Past;Part
prolong,prolonged,Past;Part
repeat,repeated,Past;Part
compare,compared,Part;Pass
innovate,innovating,Ger
recycle,recycling,Ger
test,testing,Ger
present,presented,Past;Part
describe,describe,Pres;Fin
apply,applying,Ger
generate,generating,Ger
involve,involves,Pres;Fin
introduce,introducing,Ger
try,trying,Ger
test,test,Inf
associate,associated,Past;Part
reproduce,reproduce,Pres;Fin
apply,apply,Pres;Fin
design,designing,Ger
introduce,introduce,Inf
formalize,formalized,Part;Pass
orient,oriented,Past;Part
obtain,obtain,Inf
decide,decide,Inf
capture,capture,Pres;Fin
mutate,mutated,Part;Pass
interweave,interweave,Inf
generate,generates,Pres;Fin
exchange,exchanges,Pres;Fin
simulate,simulates,Pres;Fin
check,checking,Ger
introduce,introduced,Part;Pass
modify,modifying,Ger
recover,recovering,Ger
simplify,simplified,Past;Part
register,registering,Ger
receive,receive,Inf
draw,drawn,Past;Part
manipulate,manipulating,Ger
carry,carry,Pres;Fin
reparcel,reparcelling,Ger
reunify,reunify,Inf
affect,affected,Part;Pass
cause,causes,Pres;Fin
result,resulting,Ger
cover,cover,Inf
test,tested,Past;Part
intend,intend,Pres;Fin
extend,extend,Inf
serve,serve,Pres;Fin
alter,altering,Ger
support,supporting,Ger
emerge,emerged,Past;Part
hold,holds,Pres;Fin
write,writing,Ger
continue,continue,Pres;Fin
perceive,perceived,Past;Part
underpin,underpinning,Ger
allege,alleged,Past;Part
relate,relating,Ger
refer,refers,Pres;Fin
reproduce,reproduced,Part;Pass
undertake,undertaken,Part;Pass
speak,speak,Pres;Fin
raise,raising,Ger
let,let,Inf
replicate,replicate,Inf
plague,plagues,Pres;Fin
do,does,Pres;Fin
think,thought,Part;Pass
cause,caused,Past;Part
leave,leaving,Ger
begin,begins,Pres;Fin
consider,considers,Pres;Fin
inform,informed,Past;Part
label,labeled,Past;Fin
code,coding,Ger
draw,draw,Pres;Fin
carry,carrying,Ger
start,start,Pres;Fin
agree,agreed,Past;Part
seek,seek,Pres;Fin
ascertain,ascertain,Inf
deem,deemed,Part;Pass
control,controls,Pres;Fin
accumulate,accumulated,Past;Part
monitor,monitor,Inf
become,become,Past;Part
demonstrate,demonstrated,Part;Pass
scan,scanned,Past;Part
thin,thinned,Past;Part
scan,scanning,Ger
evidence,evidenced,Part;Pass
polarize,polarized,Past;Part
accept,accepted,Part;Pass
alter,alter,Inf
hamper,hamper,Inf
combine,combined,Past;Part
correct,corrected,Part;Pass
estimate,estimate,Inf
cover,covered,Past;Part
multiply,multiplying,Ger
clarify,clarified,Part;Pass
downwell,downwelling,Ger
decouple,decouple,Pres;Fin
mean,means,Pres;Fin
roughen,roughened,Past;Part
induce,induces,Pres;Fin
hamper,hampered,Part;Pass
discard,discarded,Part;Pass
achieve,achieve,Inf
infer,inferred,Past;Part
decrease,decreased,Past;Fin
indicate,indicate,Pres;Fin
drive,driven,Past;Part
attribute,attributed,Part;Pass
show,showed,Past;Fin
define,defining,Ger
modulate,modulated,Part;Pass
adapt,adapts,Pres;Fin
become,becomes,Pres;Fin
analyze,analyzing,Ger
fail,failed,Past;Fin
orient,orienting,Ger
support,support,Inf
inspire,inspired,Part;Pass
differ,differed,Past;Fin
live,lived,Past;Part
allow,allowed,Past;Fin
exercise,exercise,Inf
house,housed,Part;Pass
attach,attached,Part;Pass
carry,carried,Past;Part
taper,tapering,Ger
allow,allowing,Ger
adjust,adjust,Inf
adopt,adopting,Ger
resemble,resembles,Pres;Fin
explain,explained,Part;Pass
recreate,recreated,Part;Pass
mean,mean,Inf
argue,argue,Pres;Fin
displace,displacing,Ger
recreate,recreating,Ger
open,open,Inf
say,say,Inf
popularize,popularized,Past;Part
spawn,spawned,Past;Part
represent,represents,Pres;Fin
forget,forget,Inf
pre-exist,pre-existing,Ger
negotiate,negotiate,Inf
engage,engage,Inf
represent,represent,Pres;Fin
emerge,emerging,Ger
explore,explored,Part;Pass
exemplify,exemplified,Past;Part
become,becoming,Pres;Part
walk,walking,Ger
manage,managing,Ger
access,access,Pres;Fin
manage,manage,Pres;Fin
contribute,contributes,Pres;Fin
offer,offering,Ger
engender,engendered,Past;Part
undertake,undertakes,Pres;Fin
anticipate,anticipated,Past;Part
dread,dreaded,Past;Part
shock,shocked,Part;Pass
analyze,analyzes,Pres;Fin
align,aligned,Past;Part
ground,grounded,Past;Part
illustrate,illustrating,Ger
negotiate,negotiating,Ger
fall,fall,Pres;Fin
reason,reasoned,Past;Fin
pose,posed,Past;Part
frame,framed,Part;Pass
contribute,contribute,Inf
remember,remembered,Part;Pass
pioneer,pioneering,Ger
commemorate,commemorated,Part;Pass
underlie,underlying,Ger
bear,born,Part;Pass
come,came,Past;Fin
emigrate,emigrated,Past;Fin
escape,escape,Inf
move,moved,Past;Fin
discover,discover,Inf
enter,entering,Ger
tie,tying,Ger
bear,bear,Inf
ban,banned,Past;Fin
plagiarize,plagiarized,Past;Fin
backdate,backdated,Past;Fin
hydrodynamica,hydrodynamica,Sing;Inf
school,schooling,Ger
be,being,Ger
await,awaiting,Ger
refuse,refused,Past;Fin
want,wanted,Past;Fin
give,gave,Past;Fin
ask,asked,Past;Fin
teach,teach,Inf
continue,continued,Past;Fin
earn,earned,Past;Fin
go,went,Past;Fin
return,returned,Past;Fin
hold,held,Past;Fin
elect,elected,Part;Pass
point,pointed,Past;Fin
resolve,resolving,Ger
arrange,arranged,Part;Pass
award,awarded,Part;Pass
write,wrote,Past;Fin
vibrate,vibrating,Ger
try,tried,Past;Fin
flow,flows,Pres;Fin
experiment,experimented,Past;Fin
puncture,puncturing,Ger
rise,rose,Past;Fin
stick,sticking,Ger
discover,discovered,Past;Fin
measure,measure,Inf
pass,passing,Ger
gain,gains,Pres;Fin
realise,realised,Past;Fin
increase,increases,Pres;Fin
fall,falls,Pres;Fin
exploit,exploited,Part;Pass
design,designed,Part;Pass
create,create,Inf
push,pushed,Part;Pass
entitle,entitled,Past;Part
turn,turned,Past;Part
speak,spoke,Past;Fin
serve,served,Past;Fin
visit,visited,Past;Fin
pick,pick,Inf
possess,possessed,Past;Fin
hear,hearing,Ger
record,record,Inf
marry,marrying,Ger
attend,attended,Past;Part
teach,taught,Past;Fin
teach,teaching,Ger
begin,beginning,Ger
begin,began,Past;Fin
conduct,conduct,Inf
collaborate,collaborated,Past;Fin
edit,edit,Inf
render,render,Inf
leave,left,Past;Fin
reside,resided,Past;Fin
dedicate,dedicated,Part;Pass
invite,invited,Part;Pass
return,return,Inf
die,died,Past;Fin
live,living,Ger
reign,reigned,Past;Fin
enlist,enlist,Inf
rebel,rebelling,Ger
recruit,recruited,Part;Pass
arrive,arrived,Past;Fin
commission,commissioned,Part;Pass
rank,rank,Inf
paint,paint,Inf
wound,wounded,Part;Pass
recover,recovered,Past;Fin
exchange,exchanged,Part;Pass
promote,promoted,Part;Pass
discharge,discharged,Part;Pass
disband,disbanded,Part;Pass
shape,shaped,Past;Part
send,sent,Part;Pass
achieve,achieved,Past;Fin
redesign,redesigning,Ger
reside,reside,Inf
take,took,Past;Fin
charter,chartered,Past;Part
offer,offered,Past;Part
progress,progress,Inf
receive,received,Past;Fin
spend,spent,Past;Fin
join,joining,Ger
station,stationed,Past;Part
intercept,intercepted,Past;Fin
code,coded,Past;Part
receive,receiving,Ger
embed,embedding,Ger
acknowledge,acknowledge,Inf
predict,predicted,Part;Pass
evolve,evolved,Past;Fin
sell,sell,Inf
buy,buy,Inf
accord,according,Ger
deliver,delivered,Past;Part
establish,establishing,Ger
study,studies,Pres;Fin
illuminate,illuminated,Past;Fin
motivate,motivating,Ger
generalize,generalized,Part;Pass
aim,aimed,Past;Fin
dominate,dominate,Pres;Fin
notice,noticed,Past;Part
appear,appeared,Past;Fin
recognize,recognized,Part;Pass
continue,continues,Pres;Fin
meet,met,Past;Fin
conduct,conducting,Pres;Part
link,linked,Part;Pass
retire,retired,Past;Fin
join,joined,Past;Fin
start,started,Past;Fin
evoke,evoke,Pres;Fin
gather,gathered,Part;Pass
annotate,annotated,Past;Part
store,stored,Past;Part
declare,declared,Past;Fin
spend,spend,Inf
attract,attracted,Past;Fin
wane,waned,Past;Fin
seem,seemed,Past;Fin
submit,submit,Inf
do,did,Past;Fin
declare,declaring,Ger
judge,judge,Inf
end,ends,Pres;Fin
form,form,Inf
reach,reach,Inf
react,reacted,Past;Fin
abandon,abandon,Inf
publish,publishing,Ger
ignore,ignore,Inf
polish,polishing,Ger
talk,talked,Part;Pass
allude,alludes,Pres;Fin
stay,stayed,Past;Fin
copy,copied,Past;Part
obliterate,obliterated,Past;Part
hint,hint,Pres;Fin
confide,confided,Past;Part
prompt,prompted,Past;Part
provoke,provoke,Inf
know,knew,Past;Fin
mention,mentioned,Past;Fin
suppose,supposed,Past;Part
provoke,provoked,Past;Fin
exclaim,exclaimed,Past;Fin
interpolate,interpolated,Part;Pass
manage,managed,Part;Pass
eliminate,eliminate,Inf
name,names,Pres;Fin
celebrate,celebrated,Part;Pass
occasion,occasioned,Past;Fin
speculate,speculated,Part;Pass
marry,married,Past;Fin
imprison,imprisoned,Part;Pass
lose,lost,Part;Pass
convince,convinced,Part;Pass
compose,composing,Ger
outline,outlining,Ger
judge,judged,Past;Part
contain,contains,Pres;Fin
pour,pouring,Ger
exaggerate,exaggerated,Part;Pass
outline,outlined,Past;Fin
do,doing,Pres;Part
submit,submitted,Past;Part
bury,buried,Part;Pass
shoot,shot,Part;Pass
abandon,abandoned,Past;Part
refuse,refusing,Ger
end,ended,Past;Fin
be,were,Past;Fin
initiate,initiate,Inf
postpone,postponed,Part;Pass
notify,notified,Part;Pass
cry,cry,2;Fin
die,die,Inf
erect,erected,Part;Pass
garner,garnered,Past;Part
star,starred,Past;Fin
burn,burning,Ger
earn,earning,Ger
appear,appearing,Ger
acclaim,acclaimed,Past;Part
portray,portrayed,Past;Fin
star,stars,Pres;Fin
film,filming,Pres;Part
bear,b.,Past;Part
play,played,Past;Fin
co-star,co-starred,Past;Fin
grow,grew,Past;Fin
educate,educated,Part;Pass
descend,descended,Part;Pass
assume,assumed,Past;Fin
confirm,confirmed,Past;Part
bring,brought,Part;Pass
remain,remained,Past;Fin
persecute,persecuted,Part;Pass
enter,entered,Past;Fin
tolerate,tolerate,Inf
change,changed,Past;Fin
re-embark,re-embarking,Ger
journey,journeying,Ger
enlist,enlisted,Past;Fin
distinguish,distinguished,Past;Fin
dislike,disliked,Past;Fin
complain,complaining,Ger
appoint,appointed,Part;Pass
flee,fleeing,Ger
seek,seeking,Ger
break,broke,Past;Fin
help,helping,Ger
secure,securing,Pres;Part
head,headed,Past;Fin
create,created,Part;Pass
employ,employed,Past;Fin
organize,organizing,Ger
raise,raised,Past;Fin
close,closed,Past;Fin
reinter,reinterred,Part;Pass
edit,edited,Past;Part
print,printed,Part;Pass
liberate,liberated,Past;Fin
co-found,co-founded,Past;Fin
move,moving,Ger
explode,exploding,Pres;Part
recall,recalled,Past;Fin
draw,drew,Past;Fin
smash,smash,Inf
reduce,reducing,Pres;Part
care,care,Inf
fix,fix,Inf
specialize,specializing,Ger
appreciate,appreciated,Part;Pass
meet,meet,Inf
see,seeing,Ger
remain,remain,Inf
help,help,Inf
connect,connect,Inf
fall,fell,Past;Fin
know,knowing,Ger
wish,wished,Past;Fin
treat,treated,Past;Fin
get,got,Past;Fin
suffer,suffered,Past;Fin
feel,felt,Past;Fin
compel,compelled,Past;Part
load,loaded,Part;Pass
signal,signaled,Past;Fin
open,opened,Past;Fin
mark,marked,Part;Pass
lie,lay,Past;Fin
add,added,Past;Fin
belong,belong,Pres;Fin
trouble,troubled,Past;Part
spread,spread,Past;Fin
request,requesting,Ger
stop,stopped,Past;Fin
catch,caught,Past;Part
adorn,adorns,Pres;Fin
bat,bats,Pres;Fin
throw,throws,Pres;Fin
bat,batted,Past;Part
hit,hit,2;Inf
list,listed,Past;Part
graduate,graduated,Past;Fin
bat,batting,Ger
name,named,Part;Pass
transfer,transferring,Ger
post,posted,Past;Fin
lead,led,Past;Fin
score,scored,Past;Fin
draft,drafted,Part;Pass
advance,advancing,Ger
cut,cut,Part;Pass
hit,hitting,Ger
expand,expanded,Past;Fin
trade,traded,Part;Pass
debut,debuted,Past;Fin
win,won,Past;Fin
impress,impressed,Past;Fin
rob,rob,Inf
drive,drove,Past;Fin
start,starting,Ger
devote,devoted,Past;Part
stem,stemmed,Past;Fin
recognise,recognised,Part;Pass
baptize,baptized,Part;Pass
go,gone,Past;Part
learn,learned,Past;Fin
claim,claim,Inf
acquire,acquired,Past;Part
indulge,indulged,Past;Fin
appease,appease,Inf
visit,visit,Inf
remind,remind,Inf
dig,dug,Past;Part
line,lined,Past;Part
fulfill,fulfilled,Part;Pass
go,go,Inf
filter,filtering,Ger
relieve,relieved,Past;Fin
breathe,breathed,Past;Fin
convert,converted,Part;Pass
travel,travelled,Past;Fin
settle,settled,Past;Fin
accompany,accompanied,Past;Fin
devote,devote,Inf
abstain,abstained,Past;Part
plunge,plunged,Past;Part
suspect,suspected,Past;Part
seize,seized,Past;Part
inhabit,inhabiting,Ger
learn,learn,Inf
gospel,gospel,Sing;Inf
subscribe,subscribed,Past;Part
operate,operated,Past;Part
display,displayed,Past;Part
locate,located,Past;Part
share,sharing,Pres;Part
pay,paid,Past;Fin
bartend,bartending,Ger
blog,blogging,Ger
dance,dancing,Ger
upload,uploads,Pres;Fin
trick,trick,Inf
view,viewed,Part;Pass
talk,talking,Sing;Ger
talk,talk,Sing;Inf
feature,featured,Part;Pass
state,stated,Past;Fin
want,want,Pres;Fin
touch,touching,Ger
come,comes,Pres;Fin
pull,pulled,Past;Fin
concern,concerned,Part;Pass
annoy,annoying,Ger
